sentence1,sentence2,label
a boy in a red hat admires a barely dressed woman,the boy is a peeping tom,0
a group of workers are in a field planting wheat for the year,men are working in a field,0
man making an announcement at a library,a man is making an announcement at a library,0
two dancers dance together,two people are seen eating ice cream and sitting on the park bench,1
a toddler rides a plastic vehicle while another watches in the background,two toddlers are being taken to school,1
couple man and woman with little girl all of them dressed in wedding apparel while standing along shoreline,there are people outdoors,0
a dog is being washed by two little girls,the pet is playing in the mud with the two little girls,1
a man wearing a blue shirt is sitting,a man sitting down waiting for someone,0
a man in winter clothing is laying in a pile of snow just outside a doorway,a man makes snow angels,0
asian men waiting in line many with earphones in their ears,the asian men are sitting at a table,1
a woman reads a book on a ledge in front on a building with blue doors,a woman is planting flowers on the ledge,1
a boy lying on a floral department store couch with his feet in a girls lap,the boy is standing,1
person in black shirt and black tutu waterskiing with hands over head and people in the background,a person dressed like a ballerina is waterskiing,0
a soccer game is going on at sundown,the game is at sun rise,1
a man in a tractor going down a dusty road,a man is riding a scooter,1
a guy jumping downhill took a still shot of it,a young male jumps down a hill,0
construction workers in orange safety vests and hard hats work on a section of street in a downtown area with chineseprinted signs visible,the signs are in chinese,0
a crowd gathers in the middle of a sporting event,no one showed up to the sporting event,1
a man in a black and red jersey is approaching a soccer ball on a field,a man is sleeping in the concrete,1
a baby in pink clothes staring at corn on the cob,a man in pink clothes staring at corn on the cob,1
a group of workers getting ready for an event,the people are eating dinner,1
a shirtless man leans over a balcony looking platform,mardi gras lowers its budget this year,1
a young adult reads a book at the laundromat as he waits for his laundry to be done,an old adult reads a book,1
a woman is walking in front of graffiticovered walls and she is hunched forward carrying a large red cloth bag,a woman is running really fast away from the obese clown with smeared face paint chasing her,1
a woman is waterskiing while being photographed by some men,a group of people are sitting enjoying tea,1
someone is getting some serious air while the more formally dressed group gathers in the background,a woman falls down,1
a blond woman is singing into a microphone and giving the okay symbol with her left hand,a man is singing karaoke,1
a man with a can walks past a painting of a construction scene,a man walks around outside,0
a boy is riding his bike over a ramp at a park,a child is doing a popawheelie on his bike,0
two clowns dressed in makeup and elaborate clothing stand together with their instruments,clowns are giving a performance,0
a woman is holding a baby,the woman is feeding her baby,0
a man in glasses playing an acoustic guitar,the guy with glasses plays the guitar,0
two swimmers competing in swim competition,two people are swimming in an indoor pool,0
a greyhound running a race,a greyhound is muddy from the race,0
a brunette woman wearing a tan longsleeved shirt puts blush on her cheek bones,there is a person applying makeup,0
a furocious female tennis player about to hit a tennis ball in the air,a muscular woman raising her tennis racquet,0
some people are making pastries,the people are chefs,0
a man dressed as forrest gump is sitting on a bench with a box of chocolates and a worn suitcase,the man has his butt on the bench,0
2 men are plowing a field together,two women are cleaning the kitchen,1
three friends hold hands amidst a crowd of people,the three friends are at dance party,1
men dressed up for some sort of event with huge smiles on their faces,two men are depressed and crying after learning of the recent tragedy,1
a man dressed in a blue top and white shorts is using a video camera at a baseball diamond,a television cameraman wearing a blue shirt and white shorts filming the first baseball game of the season,0
a lone skier wearing a red backpack stumbling down a snowy mountain,a large woman falling over on a treadmill,1
people walking on a sidewalk in front of a building,the people are getting ready to enter the building they are walking in front of,0
a man is hanging by a line off a cliff above water,a man goes skydiving,1
three males are drinking beer,three women drink mimosas,1
a skateboarder is doing trips on a half pipe,a skateboarder is sitting in a chair,1
a lady wearing eyeglasses reading a paper while riding the train,a woman with glasses is reading a paper as she rides the train,0
two men in cowboy hats are looking at something on a beach,two men are walking through the snow in a mountain town,1
two men in chairs drinking beers,the men are in chairs,0
a construction worker in jeans is standing on a scaffold holding on to a metal frame with a city backdrop,there is a man on a scaffold near the city,0
a little girl in a snow white costume is eating chocolate cake,the boy is dressed as snow white,1
a man in a straw hat is digging with a shovel,the man is digging with a rake,1
many people are crossing a busy intersection,many people sit down in front of traffic,1
a group of people are gathered outside around a statue,one child in front of a statue,1
five people are outside in a parklike area and one of them is reaching for a hand swing,the kids play in the park,0
a man and a woman are smiling sitting against a painted wall with the woman holding the neck of an acoustic guitar,a happy couple lean against a wall,0
protester march through a park with signs,some people are cooking a meal,1
a caucasian male getting a tattoo,a man is playing football,1
multiple martial artists pose with their hands in the air,the mma fighters are crying in shame from their defeat,1
a man talking to a family unit holding some sort of probing device as they look on and smile to be polite,a man talking to a dad and two kids while holding some sort of probing device as they look on and smile to be polite,0
a man has a guitar signed by someone,the guitar is signed by someone famous,0
some football players in red jerseys taking another in a white jersey to the ground,some football players in jerseys,0
a new bride dressed in white throws a bouquet to waiting females behind her,a bride is dressed up,0
a man is on a ladder looking inside a machine,a man and his crewmates are on the ladder examining the work machinery,0
this walkway built of wooden planks with metal handrail is in a wooded environment,the planks are made of plastic,1
a man wearing a purple shirt and black leather chaps poses for the camera,there is a man in a green shirt,1
a man in the street with an upside down bike standing outside the back of a car with the hatch open,a man with a bike stands near a car,0
public wedding event with photographers,people taking pictures,0
two dogs face off in the park,the dogs are playing frisbee in the backyard,1
three chefs wearing white hats and black aprons are preparing food in a crowded kitchen,chefs cook entrees for guests in a busy restaurant,0
a street vendor arranging his products on a cloth on a cobbled street,a street vendor displaying his counterfeit jewelery,0
members of a brass band look at their sheet music,members of a band look at hard sheet music,0
a football player wearing a number ten jersey is catching a football with both hands,a football player is catching a football,0
a man with a beard is walking his bike across the street,a man riding his bike through traffic,1
a man rides his skateboard with his shadow falling on a wall covered in graffiti,a man rides a skateboard,0
three musicians perform on a stage lit with red lights,three musicians perform with lit and red lights,0
people jumping in beach clothing on a beach with their arms raised,the people are outside on the beach,0
two men on a talk show together sitting in red chairs,the two men are sitting on blue sofas,1
two women are jogging and three men are walking on a dirt trail,a group of people are shopping at the mall,1
a man playing accordion on the street,man is street performer,0
a drag racer speeds down a city street in a black race car,the racer has died in a crash,1
people stopped at a street vendor,there is a street vendor,0
two men are working on the rooftop of a building,they are having a tea party in the park,1
a man is riding a bucking horse in a rodeo arena,a man is sleeping,1
older gentlemen in a green jacket and blue jeans sitting at a small table,the toddler in a pink dress is dancing on the sofa,1
some of the people in the crowd are having a drink,people are at the dentist,1
a red and silver muscle car waits to start a drag race,the car is in a long race,0
two men touch their heads together and smile,men press their heads against one another,0
a young man dishing up food from a large pan,a man is preparing to serve the food he cooked,0
three people are listening to a lecture,three people are outside smoking,1
a man vacuums as a small child watches nearby,the man is doing housework,0
two young black women walking down the street,a group of people are watching a concert,1
a man with beard is standing near a door,a bearded man is standing next to a door waiting to leave,0
workers are sitting next to a work zone eating food,the workers are sitting eating food,1
a man in a blue polo and jeans plays an arcade game in a store,a man is playing an arcade game,0
many people all taking pictures with cameras,many people forgot to take pictures with their cameras,1
a group of girls climb up a snowy hill,a group of boys climb up a snowy hill,1
six people in tank tops and helmets are rollerskating while two referees look on in the background,two referees failed to give justice in the game,1
children selling beads and jewelry on a floor,the boy was the only one on the floor,1
a woman in an orange shirt and white pants at church,a girl is at an outdoor track meet,1
a woman drawing a picture of two children,two children draw a picture of a woman,1
marathon runners running towards the finish line,an atv race in town,1
a brown dog lies upside down on the cement road,the dog is about to give birth to a catfish,1
a group of children running towards the ice cream truck,the children are white,0
the rock star is playing his guitar while he is singing,the rock star was sitting at his sewing machine,1
two people a man and a woman lie in the grass with one another with their feet on the edge of a graffiti covered concrete wall,the people are skipping rocks at the beach,1
a gathering of people with a young man playing a guitar,a single woman is watching a band of guitar players,1
the black dog is in the water on the shore,the black dog is being eaten by crayfish,1
a woman is enjoying a meal outside,someone is eating from a bowl,0
several men are praying while standing at the end of a table of food,the guys are getting ready to have dinner,0
a man in a denim shirt is turning a fender telecaster with lights behind him,a boy is playing a violin for his school talent show,1
two men are fighting each other in a martial arts match,the men sit and play some poker,1
a man working next to a furnace surrounded by metal,a man is picking daisies,1
people watch a musician play the guitar,the musician is playing the guitar for a couple on their honeymoon,0
a man is leaning on a counter,the man is surfing,1
a woman is staring at a vending machine trying to make a decision on which item to choose,a woman is fixing a vending machine,1
a young girl in pink plays in the street with a toy,the girl is playing outside,0
a man taking a daring leap while practicing his parkour,the man is standing with his arms folded,1
a basketball player slam dunks the ball,the player missed his shot,1
boy in green striped shirt reaching up with a stick in his hand,a child is holding a stick,0
people are lying on lounge chairs,women lying down,0
a group of 4 africanamerican children are sitting on stools in front of a bar that has iron bars restricting access,four adults stand at a bus stop,1
a man and woman walking with their arms around each other,two people are walking,0
a bald basketball player is standing on a court with the ball in his right hand,a bald basketball player is standing on a court with the ball in his hand,0
a young boy in a white tshirt smiling,a young boy smiling at the camera,0
the man in the red coat holds a subway wrapper close to his face,this man enjoys meals from subway,0
four middleaged men stand behind a fence in the midst of a forest,some people stand outside,0
the man with the hat is looking over his notes,the with the hat is studying his papers,0
three men in red striped shirts carry flags outside of a brick building,one man carries a pole,1
a blondhaired child in a black outfit and red belt doing karate,he was testing for his next belt,0
four kids one wearing a red shirt and three wearing yellow rollerblade through a square,four children raft down the roaring river,1
women in colorful costumes dance in the street in front of a mcdonalds,women dressed as teletubbies are dancing in front of a mcdonalds,0
three women in ethnic clothing digging next to a dirt road,three women are sleeping in their bedrooms,1
the clarinet section of a concert band sitting outside of various age,cats sitting outside,1
two dogs playing with a stick in shallow water,there are animals in the water,0
a man is climbing up a rock while another man watches him from behind,a man is setting a world record,0
two boys eating apples playing on a cement car barrier,two boys are eating oranges while sitting on a car barrier,1
a person in a gray sweatshirt observes a kneeling man,2 people outside,0
two boys are fishing on a pier next to a boat dock,a couple of kids hold fishing poles,0
two women in white shirts and dark pants are working with cloth,two women are about to embroider a logo onto a piece of cloth,0
a person wearing the uk flag is carrying heineken bottles,the person is holding at least one bottle,0
a little girl in bright green is walking on pavement while carrying a bag or box,the girl is running from a dog,1
a man and a woman are jumping into the air excitedly on a wooden footbridge,a couple are jumping on a bridge,0
line of military men jumping out of a plan with parachutes,men doing what they love,0
a man in a pink shirt sitting next to a small building,the man is wearing a black shirt,1
a man in a blue shirt and black pants is sitting on a blue generator,the man is on the generator,0
a tan and black dog chases a yellow ball,the dog is running,0
a young man jumps into the water head first from a dock,a criminal leaps into the water to escape the police dogs chasing behind him,0
he is hanging on tight to the madly jumping bull at the rodeo,a man is sleeping while riding a bull,1
asian kids who are wearing backpacks are standing in front of a yellow school bus,the kids are seated on the bus,1
the guy in the blue sweater is crossing the street with an umbrella in hand,the gay man has an umbrella,0
a woman rides a bicycle across the street while holding an umbrella,the woman is riding a unicycle,1
a singer on stage singing to fans,the singer is singing to nobody,1
a man a long gray beard and his partner share a meal at an outdoor restaurant,the two people paddle their kayaks in the surf,1
a car with warn paint is parked in front of water,there is a car parked in front of the water,0
orient hotel and street signs,there are street signs,0
a girl in a red shirt is jogging down a long stretch of asphalt,a man climbs a tree in a coat,1
football player tackling another player in a football game,a football player is practicing alone,1
a man is doing a trick with a crystal ball for a mesmerized young lady,the woman is mesmerized by a pizza so large,1
two dogs race around the course,two dogs are outside,0
a middleaged man in a white dress shirt conversing with a man in a pink dress shirt,two nude men hide from each other,1
people stand and look out the window to view the mountain,the people are all sleeping in their beds,1
a woman standing in her food stand,a man is in the food stand,1
an old woman in a blue sweater and black dress sits on a bench,the old woman is naked,1
two men in white shirts standing in front of a plane talking,the men are on the plane,1
several people on the subway reading the newspaper,people are looking at sculptures,1
a woman wearing a pale shirt and jeans is sitting on a couch next to a man in a maroon shirt,a man and woman sit together in a therapists office,0
a fireman is walking with a distressed look upon his face,a fireman singing and dancing,1
two women in hats are standing in front of onlookers one is playing a violin and the other is playing an accordion,the women are both wearing hats,0
two girls completing some sort of writing at a white round table,the girls are writing a story,0
a man in a studded belt making a shadow on a wall,a nude singer in the park,1
a man stands outside of a mobile thai food truck,the man is hungry,0
a group of 6 people riding camels follow one man on foot,the people are racing horses,1
both women are wearing glasses and longsleeved shirts,both men are eating some glasses,1
some people sit and some stand in a group of families before a background of white tents with un markings,some people are near tents with un written on them,0
a person walking along a snow covered walkway at night,the person is outdoors,0
artist in courtyard sitting drawing with people in foreground,an artist draws in a courtyard with people in the drawing,0
the man with the red shirt is holding a basketball and is in front of a basketball hoop,the man holding the basketball is wearing a green shirt,1
six men are looking at a cement hole in the ground and talking next to a backhoe,the six men were hiding a dead body,0
an older man and two kids are looking down,three people are staring up at the sky,1
concert goers walking towards a festival,people walk towards the concert,0
a man with glasses is holding a crying infant,the man holds a baby,0
a black dog jumps out of a pile of thick white snow,a black dog jumps in some snow,0
a group of fans and players watch a mascot that has a face that is a blue wave,a group of fans and players are watching a mascot do a dance,0
a child in a light blue shirt crying,a child is crying,0
a man is getting ready to put a tomato into a plastic bag,a man is getting some candy,1
three young boys are fishing at a lake,two girls fishing,1
a policeman wearing a yellow reflective jacket riding a motorcycle waving to the camera,a policeman is riding a motorcycle while wearing a reflective jacket,0
a skateboarder performs a trick on a ramp,the skateboarder is at an outdoor skate park,0
a group of bicyclists riding down a city road with skyscrapers behind them,a group of bicyclists ride in a race,0
two little girls play in a yellow inflatable house,two dogs go to the market,1
drummer playing drums quickly,the drummer is practicing a song,0
two men both in red shirts one in midair while they are playing basketball,men are competing for some money,0
a man and a woman are riding in a boat along with several large items,the people were driving on the freeway,1
the man is holding onto his food cart in the street,a man pushes his cart into on coming traffic,1
a man in a green shirt in a hair salon,a woman is getting a manicure,1
a bunch of young children are riding on the back of a trolley while being carried by a black and white horse,the children are riding on the trolly that is being driven by the horse,0
a man riding a bike wearing flannel shirt plaid pants and a blue backpack while riding on a street near buildings and parked cars,a man is riding a motorcycle,0
a man with tattoos holds his chin and thinks,the woman with tattoos thinks,1
a wolf moves over the snow,the wolf is moving over dry lands,1
two tired children rest on couches at an art museum while the adults around them view the art,two children make jokes to one another on the couches,0
a man barbecuing in his backyard as he gets ready for the day,a child crying after falling down,1
a man speaks to a dj as he prepares his equipment,the dj is eating cake,1
a crowd of people are in a city square seemingly oblivious to a human sculpture in their midst,there is a person thats skin is painted white in the picture,0
a man in a pink and yellow shirt and blue headband is holding a tennis racquet whilst standing with his mouth open,the man is in green and white,1
a rock climber practices on a rock climbing wall,a rock climber is practicing outside in the dark,0
three happy children smiling and showing their teeth to the cameraman,there is one child getting his picture taken,1
a girl in an orange dress is drawing on the ground with chalk,a girl in an orange dress draws on the ground,0
the man threw the filled trash bags from the plane down to the tarmac below,a cruise ship returns to port,1
micky mouse still brings smiles to even the smallest of his fans like this young man in the highchair,a girl is crying,1
a woman in a busy city street under an umbrella,its raining outside,0
a woman stands behind an ornate arched window with decorative gold objects hanging on the wall behind her,the woman is standing in a cathedral,0
a group of people are congregated in a room by a big round mirror,a group of tourists look at a famous painting,1
a child sitting with a stuffed toy on a couch,the child is running around,1
a guy in black shirt is drawing on a wall,a guy is drawing flowers in art class,1
a young white male is sweeping a porch with a large broom,a person is doing chores,0
people waiting outside of a restaurant,women waiting to get into a fancy steak restaurant,0
a person in jeans is standing up and doing a wheelie on the back of a motorcycle,a dog is doing a wheelie,1
an adorable little baby sleeps as a woman is holding her,a baby sleeps,0
tribesman with a handmade basket full of grass,the tribesman are carrying something,0
a photo of an arena with very few people in the stands,there is no one in the arena,1
children in school taking a picture with their teacher,a school class takes a picture,0
a man and a woman walk along the sidewalk,a man and woman are sitting down on a bench by the sidewalk,1
a young boy wearing a blue winter coat and hat is looking carefully at flower arrangements,a young woman looks at cards,1
an older male construction worker wearing a yellow vest climbing down from the roof of a building onto scaffolding,a male construction worker is moonlighting as spiderman,1
a whitehaired man in a black coat is standing on a city street,the man is standing in the apartment building,1
kids in school read from a paper in front of the class,the kids are watching the film,1
two elderly women one wearing a pink sweater and one wearing a blue sweater,two young women are playing cards,1
the spotted dog chews on a tree,the golden dog licks on a treat,1
two women walking down the street,two men are standing outside,1
women are standing next to a produce stand,women are shopping for produce,0
a longhaired man in the water is swinging his head causing the water to spray in a spiral,a woman is diving deep underwater,1
the girl in a bright pink skirt dances near a stroller,the girl is dancing near a stroller,0
man sitting by blue doors,a woman sitting alone near the doors,1
a woman reading to a little girl in a dress,a man writing a book,1
a man protected by a helmet and other protective gear is battling his way down rough rapids in a red oneman kayak,there is only one man in the kayak,0
two girls crouch in front of a garden of small shrubbery,there are people in the garden,0
a man in a flamethemed shirt is looking at barbecue tools,the man is wearing a plaid shirt,1
girls performing a dance routine,girls are dancing,0
a man dressed in black is bowling in an attempt to knock down the last pin at a bowling alley,the man is wearing yellow,1
a man and a woman are standing next to sculptures talking while another man looks at other sculptures,a man and a woman are standing,0
a man with a shirt on his head wearing a plaid shirt leaning against a painted blue wall,the man is inside leaning on a wall,0
young man with glasses and two small pigtails on front of his hair with bloody face appears to be in emergency room waiting area,the man has a cut on his bald head,1
female black belt martial artists performs outside on a gray day with weapon on a mat while spectators and other martial artists including 3 children look on,a black belt has trained on the top of mount everest for 265 days straight,1
a boy doing a skateboard trick,the boy is eating an ice cream,1
a man covered with a blanket is asleep on the sidewalk,a man is sitting in a chair,1
a young woman wearing a striped shirt while hold a young baby at an outdoor venue,a young woman wearing a striped shirt is sitting on a lawn chair holding a baby at an outdoor venue,0
a woman with a shaved head dressed in black and white in a parade,a chemo patient is celebrating a parade,0
people standing sitting and on a bike on a dock located in the middle of a body of water,people are sitting in the high school classroom talking about water safety,1
blond woman in a black skirt business outfit interacting with a customer service woman,the woman is talking with the customer service woman,0
a group of activists behind a barrier walk with signs and palestinian flags,a group of activists are carrying american flags,1
several people gather around a blue car in asia with a small toddler on the hood of the car,the people are located in asia,0
the back of two women looking at something which ca nt be seen but the reflection of one of the women can be seen in the mirror on the table,a womans reflection is seen in a mirror,0
a fish sellers stock is looked upon by two old men,people are standing on a sidewalk next to a fisherman,0
two female medical personnel read their charts,the women are playing a game of badminton,1
a black and white dog jumping in the air surrounded by snow,a dog is playing is a warm kiddie pool in the back yard,1
a brown dog chasing a frisbee a barbecue in the background,the dog is in the basement,1
a gathering of people on the street at night,people gather on the street,0
group of people dancing at a club or party in a costume,people are relaxing at the beach,1
a female is sitting on the ground while twirling fire,a cat is having a lot of fun and avoiding getting burned,1
a basketball player drives to the hoop,no hoop is shown,1
a man is sitting in a chair and a woman is sitting on a floor,two people sit on the couch together,1
an older man working in a farm house unrolling some string,the man is out in the field,1
a man with a thermos is standing next to a man who is gazing through binoculars,two little boys are standing together,1
a man in an orange hard hat and vest looks at an object in his hand while the man next to him stands on a ladder in order to reach the ceiling,there are two construction workers working to complete a room in a building,0
a young girl in a blue jacket and black pants holds out her arm with a small bird in her hand,the girl is wearing a red jacket,1
the young girl is kicking a blue and red soccer ball,a girl is kicking a soccer ball around,0
asian children participate in a relay race with number 14 handing off the baton,they are all getting ready to go to santas house in the north pole,1
two women in green shirts are exiting a vehicle,multiple people will soon not be in a vehicle,0
a short somewhat portly man playing baseball is stepping onto a base as the player from the other team at that base is appearing to catch the ball,a woman steps onto a base before the opposing player catches the ball,1
a man in a blue shirt blowing a trumpet,a person playing an instrument,0
sleepy subway passengers,some tired people on the subway,0
a boy in a red jacket points at red tulips,someone with long sleeves on looking at flowers,0
a man and young boy in waders stand in very shallow water,the people are outside,0
a marathon runner jogs past pedestrians and portable toilets,a marathon runner jogs past pedestrians and portable tents,1
mother lifting her child onto a spin roll toy,a father is play with his young daughter,1
a woman dressed in a black top and green skirt dancing as a man in the background looks on,a person dancing,0
a group of people wearing purple shirts and name tags is walking somewhere,some people with name tags are walking,0
a woman with black hair and a striped shirt painting a picture of a castle,a woman is in art class,0
a man is pulled through the water on a large ski,a man pulled by two speedboats through the water,0
3 basketball players vying for the ball and one in red jersey trying to take ball from guy in white jersey,the basketball players compete for the ball,0
a man flipping another man with a marshal arts move,two men are performing martial arts,0
a band plays in the middle of a town as a crowd gathers to watch,a man sings on the beach,1
a man wearing all black writing on a piece of paper,a man doesnt know how to write,1
a young blond woman sitting at a gambling table is fixating on something with apprehension,the woman is a civil rights leader rallying people to march on the capital,1
two white men dressed in white and black tae kwon do uniforms competing with each other on a green and red matt while a team of onlookers watch,a couple of people are enjoying tea at a sidewalk cafe,1
a woman walking with guitar,a woman is walking down the street,0
firefighters are helping a man after crashing his motorcycle,firefighters and man are watching television,1
a baby in a pink with brown stripe bodysuit smiling,the baby is screaming,1
a woman is walking her dog,a women running with her cat,1
a man and his son playing a game of kickball,a boy and his dad are playing a game of kickball,0
a bearded man sits in a chair reading a book,a man is sitting reading a book while a dog sits at his feet,0
a person on a bmx bike,someone riding a bicycle outside,0
the white and black cat pawed at the piece of fabric,the cat is green,1
a crowd of people watch as a man stands on a stone ledge,the man was inside on the couch,1
baseball players running one is picking up a ball at a baseball field,the players are active,0
a woman in a blue dress is sitting on a red wooden couch,the woman was standing on the couch,1
a brown dog is running though a river,a fast animal running,0
a black and a brown dog are fighting,the 2 dogs are not getting along right now,0
the little boy in red trunks is attempting to catch a soccer ball that is coming towards him,tim howard has shrank,1
with the height of nearby trees accentuating the scene a bike rider in blue tshirt black jeans and helmet is shown getting some air in an invert position of doing a flip,a few kids are playing soccer,1
a child does a handstand on the sand at the beach,a kid stands upside down,0
a woman runs on a chalk white path,a woman is running,0
two pedestrians are waiting to cross the street,two children are walking home from school,0
a person in a green shirt is sitting on the ground near a fence with fruit laid out near her,a person in a green shirt picked fruit from a tree next to her,0
a brown dog jumps in the sand,the dog is sleeping in bed,1
a little girl in blue is watching a little boy in black swing at a disney princess pinata,a girl watches a boy swing,0
a street market where goods of fruit and vegetables are being sold by three men one wearing a longsleeve white shirt and checked bottoms the next wearing a yellow shirt with green checkered bottoms and the last in red,a shopper is squeezing fruit in a supermarket,1
a man walking a gray poodle is walking past a billboard with a cow on it,a human walking,0
an person runs at the waters edge at the ocean,a,1
a young man in a white hat is painting a mural outside on a wall,a young man paints a mural of the president on a wall,0
a man walking through an empty classroom,the classroom does not have students in it,0
a very crowded city street,a group of people pause in front of a storefront,0
a middleaged man stands in wet unpaved cement with a somewhat puzzled look on his face,a man stands in cement,0
a snowboarder is making a jump over a hillside with deep powder located in the woods,a snowboarder about to fall on a slope,0
a little girl in a pink coat is dragging her luggage behind her,the girl pulls her luggage,0
a woman in a red coat is taking a walk outside with a small umbrella,this woman is ready for rain,0
a brownhaired young man wearing a green tshirt plays a large xylophone outside,a blonde young man wearing a red tshirt plays a small violin inside,1
the legs of several people walking past an alley,two goldfish are riding bikes in a giant pile of mashed potatoes,1
four tattooed women jump and pose in front of a black background,a background is nearby,0
a toddler grasping a wooden object,the toddler is using motor skills,0
a pitcher wearing a dark green jersey and a green and yellow cap is delivering a pitch and is pictured in his follow through motion,the is a game going on,0
a cowboy is riding a horse whilst spinning a lasso around,a man puts his horse in a tralier,1
a woman is holding out a peace sign during a parade,the dog ate shrubs,1
a man texts on his cellphone while walking his dog in a picturesque background,a man and his dog swim across a river,1
two people skydiving over a body of water,two people are swimming in a body of water,1
a rickety old truck stuffed to overflowing with men is traveling down a country road on the left hand side,an old truck is driving down a road carrying lots of men on the way to a friends funeral,0
a young man surfs while a wave crashes behind him,a man is on a surf board,0
a man wearing glasses sits in the grass,the glasses are orange,0
a group of women with black binders stand in front of a group of people,women holding black binders are with a group of people,0
the 2 greyhound dog is running around a track,a dog is running,0
a dog and two birds,the birds are performing a sick rock concert,1
two boys playing ball in the street,two homeless boys are playing football in the street,0
three people dressed in red green and black view a cliff that overlooks a body of water,three people are outdoors,0
the adult is helping the child into the swing,a parent puts their kid in a swing,0
a female is singing into a microphone during an outdoor rock band concert,a lady is singing her favorite song,0
two overweight women walk in a grocery store,the women are fat,0
activists marching through park on sunny day,kids play in a park,1
three students are celebrating in a classroom,students celebrating end of year,0
blond woman smoking a cigarette by her shopping bags,two people are shopping and smoking,0
2 older women and a young girl with a red bike,two men their son and a blue bike,1
people playing football qb about to pass,people play a game,0
a middleaged man is squinting through his glasses while playing pool and trying to shoot the orange and white striped ball into the hole,the man is wearing sunglasses while playing pool,0
two small darkskinned children surveying a dump with green trees in the background,the trees are blue,1
two men in cadet caps seem to be awaiting the beginning of ceremonies at a service veterans event in a park,two men wearing matching business suits talking to each other outside of an office,1
a man in orange shorts sits on some steps in front of a big blue door,a man in shorts sits on some steps,0
a group of people have gathered behind two men in turbans,the two men are alone,1
a woman holding a clothes basket standing in front of a building with an apartment for rent,the woman is inside,1
a single man in black and white stands in the grass near a line of bare trees,the man is near nature,0
a woman in a gray shirt is posing for a camera,a woman shopping at the grocery store,1
a man and a woman having drinks and fun in a local nightclub in the city of angeles,two people out on the town at a club,0
a young man in a white uniform is shooting a basket and two other young men in orange uniforms are trying to block his shot,the man in white is going for the game tying shot and the men in orange are trying to defend,0
a man is mixing something in a very large bowl,a man is making a cake in his kitchen,0
the man under the canopy is working on a bicycle while an onlooker watches,the man is working on his vehicle,0
two surfers perform tricks in the waves,two people are professional surfers,0
a bald man with a beard is playing a saxophone in a dimlylit room with pictures on the wall behind him,a bald man has no beard,1
a man sits on a couch outside under an overpass,a man is running a marathon,1
two black dogs in the snow,dogs in snow,0
a boy is carrying a paddle whilst walking through the water on a beach,the boy is enjoying summer weather,0
a man with dark hair and a mustache is holding some sort of plant outside at night,the man has a creepy mustache,0
a man with a blue white and yellow shirt is balancing a ball,a tall man balancing a ball,0
a group of young people playing a board game,a group of people play a video game,1
woman walking over bridge with teal handrails,the woman is inside her bathroom,1
woman in pink shirt and black skirt walking down the street,a boy rides his bike,1
a man and woman smile after being wed,a couple frowns as they are arrested,1
such a beautiful day for a solitary snorkeling expedition,there is a tornado,1
large skillet full of soup boiling over an open campfire and woman rummaging in a cardboard box in background,a skillet of soup cooks over a campfire,0
people posing in front of large plantation style house where 3 people are standing 5 people are sitting and one person is bending over,people posing in front of large plantation style house where 3 people are upside down 5 people are jumping in the air and one person is on his back,1
a tent is being set up by a man,he is sleeping in bed,1
man with injured eye and woman holding child pose outside of building,a couple hold a child in front of a building,0
a child in a blue shirt exits is being deposited from a slide onto a sand in front of palm trees,a child is exiting a slide,0
a blond woman poses with a person in a pink costume,a man standing alone on the shore of a lake feeding the ducks,1
a group of children climb on a play structure while caretakers watch on,the kids are climbing,0
a brown dog wearing a blue harness jumps over the grassy field,a labrador dog jumps over a grassy field,0
four people sit outdoors at a white square table as a man in a striped pink shirt stands and talks to them,there are four people swimming in the ocean,1
several muslim worshipers march towards mecca,the muslims are running from the christians,1
a young girl wearing a pink shirt climbs a rock climb,the girl is running in the cafe,1
a group of people are getting fountain drinks at a convenience store,a group of people are dancing,1
a tattooed performer wearing jean overalls and a baseball cap is addressing the crowd on the microphone,a person wearing a hat is speaking into a microphone,0
a man riding a bicycle down a mountainside,a man is playing dance dance revolution,1
two males running one wearing red and white the other navy blue and black outside on a cloudy day,two males sitting,1
the skier is descending the hill whilst wearing a silver helmet and red backpack,the skier is happily descending the hill,0
a mother in a pink bikini is chasing her son in the beach,a child sitting still,1
two men are moving about a restaurant setting,two men sitting at the kitchen table,1
a coach wearing a white shirt and hat on the sidelines of a game,there is a man on the sidelines,0
two adults and two children sitting on rocks for a picture,a school class waits around for their class photo,1
the musician is playing the guitar and singing,a person plays music,0
two boys in blue shirts are doing funny poses,two girls sit for the camera,1
a family sitting around a patio table smiling at the camera,the family had a picture taken,0
two ladies posing for a picture,two ladies are playing video games,1
a blond girl sits with her instrument looking off in the distance,the girl is a painter,0
a very elegant building with bikers in the courtyard,a very ugly building with bikers in front,1
man wearing shorts and sleeveless moving the trash,a man wearing a onesie is sleeping in bed,1
a young boy is running through a large puddle outside,a girl is riding a bike,1
man in white suit throws first pitch at baseball game,the people are watching a soccer game,1
identical looking factory workers are paying attention,the factory workers are taking a brea,1
boy wearing safety gear rides green bike through suburban streets,the boy is nervous as he looks out the window of the airplane,1
a dog nips at the leg of a horse,the horse is galloping through the field,1
a young oriental man naps on a bench with his bookbag behind his head,a young oriental man naps on a bench with his head on a rock,1
a person walks across a stoned path,the person is going hiking,0
a man is running on a treadmill while wearing blue shorts and a white shirt,the man is wearing a white shirt,0
