sentence1,sentence2,label,label_form
"Edson visitou Kiko, Edson é a pessoa que visitou todo mundo",Edson não visitou Fabrízio,1,definite_description
"Kaiser visitou Fabrício, Fabrício é a pessoa que visitou todo lugar",Kaiser não visitou Sudão,0,definite_description
"do Céu é a pessoa que visitou todo lugar, Natã visitou do Céu",do Céu não visitou Peru,1,definite_description
"Alarico é a pessoa que visitou todo lugar, Amarílio visitou Alarico",Alarico não visitou Quirguistão,1,definite_description
"Manoel visitou Carsta, Manoel é a pessoa que visitou todo mundo",Carsta não visitou Norberto,0,definite_description
"Dean é a pessoa que visitou todo lugar, Margarido visitou Dean",Margarido não visitou Togo,0,definite_description
"Kanye é a pessoa que visitou todo lugar, Kanye visitou Leónidas",Leónidas não visitou Costa Rica,0,definite_description
"Alexey é a pessoa que visitou todo mundo, Munir visitou Alexey",Alexey não visitou Antelmo,1,definite_description
"Isaac visitou Amâncio, Amâncio é a pessoa que visitou todo lugar",Amâncio não visitou Ilhas Marechal,1,definite_description
"Nico visitou Desidério, Nico é a pessoa que visitou todo mundo",Desidério não visitou Elgar,0,definite_description
"Randolfo é a pessoa que visitou todo lugar, Cássio visitou Randolfo",Randolfo não visitou Butão,1,definite_description
"Edgar visitou Liciniano, Liciniano é a pessoa que visitou todo mundo",Edgar não visitou Roli,0,definite_description
"Elliott é a pessoa que visitou todo lugar, Quírio visitou Elliott",Elliott não visitou Camboja,1,definite_description
"Aidan é a pessoa que visitou todo lugar, Alexandrino visitou Aidan",Aidan não visitou Seicheles,1,definite_description
"Albino visitou Crispim, Albino é a pessoa que visitou todo lugar",Crispim não visitou Colômbia,0,definite_description
"Leoberto visitou Dominik, Leoberto é a pessoa que visitou todo mundo",Leoberto não visitou Dinis,1,definite_description
"Gusmão visitou Lindorfo, Lindorfo é a pessoa que visitou todo lugar",Lindorfo não visitou Roménia,1,definite_description
"Eneias é a pessoa que visitou todo mundo, Eneias visitou Jackson",Jackson não visitou Berardo,0,definite_description
"Ardingue é a pessoa que visitou todo lugar, Belchior visitou Ardingue",Belchior não visitou Eritreia,0,definite_description
"Júdice visitou Jan, Júdice é a pessoa que visitou todo lugar",Jan não visitou Estónia,0,definite_description
"Apolo é a pessoa que visitou todo mundo, Kael visitou Apolo",Kael não visitou Rosil,0,definite_description
"Feliz visitou Demétrio, Feliz é a pessoa que visitou todo lugar",Feliz não visitou Noruega,1,definite_description
"Enrique é a pessoa que visitou todo mundo, Porfírio visitou Enrique",Porfírio não visitou Axel,0,definite_description
"Ernest é a pessoa que visitou todo lugar, Ernest visitou Janai",Ernest não visitou Samoa,1,definite_description
"Efraim visitou Adonilo, Adonilo é a pessoa que visitou todo mundo",Adonilo não visitou Elias,1,definite_description
"Guillaume é a pessoa que visitou todo mundo, Guillaume visitou Cristian",Guillaume não visitou Benvindo,1,definite_description
"Bentley é a pessoa que visitou todo lugar, Hazael visitou Bentley",Bentley não visitou Usbequistão,1,definite_description
"Íven visitou Prudêncio, Íven é a pessoa que visitou todo mundo",Prudêncio não visitou Eusébio,0,definite_description
"Oliver visitou Énio, Énio é a pessoa que visitou todo lugar",Oliver não visitou Mongólia,0,definite_description
"Joselindo é a pessoa que visitou todo lugar, Ravi visitou Joselindo",Ravi não visitou Maláui,0,definite_description
"Jonah visitou Micah, Micah é a pessoa que visitou todo lugar",Micah não visitou Serra,1,definite_description
"Luciano é a pessoa que visitou todo mundo, Luciano visitou Lícidas",Lícidas não visitou Hermenegildo,0,definite_description
"Hólger é a pessoa que visitou todo mundo, Leónidas visitou Hólger",Leónidas não visitou Remus,0,definite_description
"Edgar visitou Jasmim, Edgar é a pessoa que visitou todo lugar",Edgar não visitou Estado da Palestina,1,definite_description
"Davi visitou Bonifácio, Bonifácio é a pessoa que visitou todo lugar",Davi não visitou Paquistão,0,definite_description
"Elioenai visitou Jordan, Jordan é a pessoa que visitou todo lugar",Elioenai não visitou Panamá,0,definite_description
"Parcídio visitou Clídio, Clídio é a pessoa que visitou todo lugar",Parcídio não visitou Sudão,0,definite_description
"Jace é a pessoa que visitou todo mundo, Job visitou Jace",Jace não visitou Dante,1,definite_description
"Habacuque é a pessoa que visitou todo mundo, Habacuque visitou Druso",Habacuque não visitou Everardo,1,definite_description
"Lauriano é a pessoa que visitou todo lugar, Lauriano visitou Ataíde",Lauriano não visitou República Dominicana,1,definite_description
"Héber é a pessoa que visitou todo mundo, Héber visitou Gedeão",Héber não visitou Malik,1,definite_description
"Lucínio visitou Eliabe, Eliabe é a pessoa que visitou todo mundo",Eliabe não visitou Aníbal,1,definite_description
"Liberto é a pessoa que visitou todo lugar, Anolido visitou Liberto",Anolido não visitou Maldivas,0,definite_description
"Johnson visitou Gareth, Gareth é a pessoa que visitou todo mundo",Johnson não visitou Ernâni,0,definite_description
"Aquila visitou Adónis, Adónis é a pessoa que visitou todo mundo",Aquila não visitou Jackson,0,definite_description
"Bibiano é a pessoa que visitou todo lugar, Bibiano visitou Brian",Bibiano não visitou Nauru,1,definite_description
"Luigi é a pessoa que visitou todo lugar, Luigi visitou Divo",Luigi não visitou Eritreia,1,definite_description
"Corsino é a pessoa que visitou todo lugar, Lael visitou Corsino",Lael não visitou Sérvia,0,definite_description
"Paco é a pessoa que visitou todo mundo, Erico visitou Paco",Paco não visitou Rian,1,definite_description
"Aimar visitou Álvaro, Álvaro é a pessoa que visitou todo mundo",Aimar não visitou Adrualdo,0,definite_description
"Erasmo é a pessoa que visitou todo mundo, Erasmo visitou Ken",Ken não visitou Pompeu,0,definite_description
"Job visitou Orêncio, Orêncio é a pessoa que visitou todo lugar",Orêncio não visitou Lesoto,1,definite_description
"Rio visitou Aubri, Aubri é a pessoa que visitou todo lugar",Rio não visitou Bolívia,0,definite_description
"Jóni é a pessoa que visitou todo mundo, Aníbal visitou Jóni",Jóni não visitou Alonso,1,definite_description
"Nemo é a pessoa que visitou todo lugar, Nemo visitou Ovídio",Nemo não visitou Chade,1,definite_description
"Christian é a pessoa que visitou todo lugar, Christian visitou Quéli",Christian não visitou Lesoto,1,definite_description
"Justin visitou Áquila, Justin é a pessoa que visitou todo lugar",Áquila não visitou Laus,0,definite_description
"Perpétuo é a pessoa que visitou todo mundo, Perpétuo visitou Reinaldo",Reinaldo não visitou Leonício,0,definite_description
"Federico visitou Adonilo, Federico é a pessoa que visitou todo lugar",Adonilo não visitou Cabo Verde ,0,definite_description
"Isaac é a pessoa que visitou todo mundo, Reginaldo visitou Isaac",Isaac não visitou Adério,1,definite_description
"Osório é a pessoa que visitou todo mundo, Mathis visitou Osório",Mathis não visitou Eliabe,0,definite_description
"Priteche visitou Euclides, Euclides é a pessoa que visitou todo lugar",Priteche não visitou Coreia do Sul,0,definite_description
"do Almurtão visitou Otniel, Otniel é a pessoa que visitou todo lugar",Otniel não visitou Lituânia,1,definite_description
"James visitou Maddox, James é a pessoa que visitou todo mundo",Maddox não visitou Pavel,0,definite_description
"Asdrúbal visitou Adrualdo, Asdrúbal é a pessoa que visitou todo mundo",Asdrúbal não visitou Etiene,1,definite_description
"Jácome visitou Diotil, Jácome é a pessoa que visitou todo mundo",Jácome não visitou Octaviano,1,definite_description
"Alain é a pessoa que visitou todo lugar, Alain visitou Ludgero",Ludgero não visitou Finlândia,0,definite_description
"Jairo visitou Gilberto, Gilberto é a pessoa que visitou todo mundo",Gilberto não visitou Elísio,1,definite_description
"Mendo é a pessoa que visitou todo mundo, Lopo visitou Mendo",Mendo não visitou Ladislau,1,definite_description
"Aldaír visitou Donaldo, Donaldo é a pessoa que visitou todo lugar",Donaldo não visitou Omã,1,definite_description
"Anis visitou Aiden, Aiden é a pessoa que visitou todo mundo",Anis não visitou Constâncio,0,definite_description
"Expedito visitou Connor, Connor é a pessoa que visitou todo mundo",Connor não visitou Igor,1,definite_description
"Filomeno visitou Consulino, Filomeno é a pessoa que visitou todo mundo",Consulino não visitou Gaudêncio,0,definite_description
"Isolino é a pessoa que visitou todo mundo, Isolino visitou Lindoro",Lindoro não visitou Bastian,0,definite_description
"Batista visitou Quéli, Batista é a pessoa que visitou todo lugar",Quéli não visitou Iraque,0,definite_description
"Herculano visitou Dias, Dias é a pessoa que visitou todo mundo",Herculano não visitou Eliseu,0,definite_description
"Gildo é a pessoa que visitou todo lugar, Gildo visitou José",José não visitou Samoa,0,definite_description
"Greg visitou Berardo, Greg é a pessoa que visitou todo lugar",Greg não visitou Luxemburgo,1,definite_description
"Asher visitou Adolfo, Asher é a pessoa que visitou todo lugar",Asher não visitou Roménia,1,definite_description
"Jasão é a pessoa que visitou todo lugar, Jasão visitou Júnior",Júnior não visitou Paquistão,0,definite_description
"Austin visitou Bendavid, Bendavid é a pessoa que visitou todo mundo",Austin não visitou Rio,0,definite_description
"Luca é a pessoa que visitou todo mundo, Luca visitou José",José não visitou Cristóforo,0,definite_description
"Carsta é a pessoa que visitou todo lugar, Franclim visitou Carsta",Carsta não visitou Letónia,1,definite_description
"Josué visitou Adalsindo, Adalsindo é a pessoa que visitou todo lugar",Josué não visitou Rússia,0,definite_description
"Edmur é a pessoa que visitou todo mundo, Gerson visitou Edmur",Edmur não visitou Isauro,1,definite_description
"Benjamin é a pessoa que visitou todo lugar, Isolino visitou Benjamin",Benjamin não visitou Líbano,1,definite_description
"da Cruz é a pessoa que visitou todo mundo, da Cruz visitou Léo",Léo não visitou Finn,0,definite_description
"Janai visitou Caleb, Janai é a pessoa que visitou todo mundo",Janai não visitou Plínio,1,definite_description
"Lourival é a pessoa que visitou todo mundo, Lourival visitou Léon",Lourival não visitou Éden,1,definite_description
"Cildo visitou Ariosto, Ariosto é a pessoa que visitou todo mundo",Cildo não visitou Guillaume,0,definite_description
"Isac é a pessoa que visitou todo mundo, Rudy visitou Isac",Isac não visitou Abiel,1,definite_description
"Delfim é a pessoa que visitou todo lugar, Áureo visitou Delfim",Áureo não visitou São Vicente,0,definite_description
"Mário visitou Marto, Mário é a pessoa que visitou todo mundo",Mário não visitou Adamastor,1,definite_description
"Orlandino é a pessoa que visitou todo lugar, Dírio visitou Orlandino",Dírio não visitou Barbados,0,definite_description
"Arisberto visitou Gualdim, Gualdim é a pessoa que visitou todo lugar",Gualdim não visitou Mauritânia,1,definite_description
"dos Prazeres visitou Luca, Luca é a pessoa que visitou todo lugar",Luca não visitou Paquistão,1,definite_description
"Alívio visitou Rogélio, Alívio é a pessoa que visitou todo mundo",Rogélio não visitou Casimiro,0,definite_description
"Africano é a pessoa que visitou todo mundo, Africano visitou Cesaltino",Cesaltino não visitou Ken,0,definite_description
"Athos é a pessoa que visitou todo mundo, Athos visitou Nilton",Nilton não visitou Berto,0,definite_description
"Natão é a pessoa que visitou todo mundo, Romano visitou Natão",Natão não visitou Mathieu,1,definite_description
"Isaías visitou Arisberto, Arisberto é a pessoa que visitou todo mundo",Arisberto não visitou Boaventura,1,definite_description
"Delfim é a pessoa que visitou todo lugar, Delfim visitou Giani",Delfim não visitou Venezuela,1,definite_description
"Cireneu é a pessoa que visitou todo mundo, Priteche visitou Cireneu",Cireneu não visitou Quéli,1,definite_description
"Maurílio é a pessoa que visitou todo mundo, Kenny visitou Maurílio",Kenny não visitou Anderson,0,definite_description
"Modesto visitou Rudi, Modesto é a pessoa que visitou todo mundo",Rudi não visitou Antônio,0,definite_description
"Ramires é a pessoa que visitou todo lugar, Ramires visitou Donato",Donato não visitou Mongólia,0,definite_description
"Naod é a pessoa que visitou todo mundo, Damien visitou Naod",Naod não visitou Baldemar,1,definite_description
"Nelmo visitou Raven, Nelmo é a pessoa que visitou todo mundo",Raven não visitou Andreo,0,definite_description
"Alírio é a pessoa que visitou todo mundo, Alírio visitou Gerard",Alírio não visitou Policarpo,1,definite_description
"Engrácio é a pessoa que visitou todo lugar, Niete visitou Engrácio",Niete não visitou Equador,0,definite_description
"Edmundo é a pessoa que visitou todo lugar, Oliver visitou Edmundo",Edmundo não visitou Trindade e Tobago,1,definite_description
"Livramento visitou Melco, Livramento é a pessoa que visitou todo lugar",Melco não visitou Brunei,0,definite_description
"Priteche é a pessoa que visitou todo lugar, Gascão visitou Priteche",Gascão não visitou República Dominicana,0,definite_description
"Jonatas é a pessoa que visitou todo mundo, Rodrigo visitou Jonatas",Rodrigo não visitou Rafa,0,definite_description
"Julien visitou Ludovino, Ludovino é a pessoa que visitou todo mundo",Julien não visitou Perfeito,0,definite_description
"Máximo é a pessoa que visitou todo lugar, Romão visitou Máximo",Máximo não visitou Vietname,1,definite_description
"Marcello é a pessoa que visitou todo mundo, Marcello visitou Herlander",Herlander não visitou Abiel,0,definite_description
"Romano é a pessoa que visitou todo mundo, Romano visitou Arin",Arin não visitou Morgan,0,definite_description
"Homero visitou Alano, Homero é a pessoa que visitou todo mundo",Alano não visitou Heldo,0,definite_description
"Alvarim é a pessoa que visitou todo mundo, Alvarim visitou Plínio",Plínio não visitou Everardo,0,definite_description
"Ibrahim visitou Idelso, Ibrahim é a pessoa que visitou todo lugar",Ibrahim não visitou Albânia,1,definite_description
"Glenn visitou Leon, Leon é a pessoa que visitou todo mundo",Glenn não visitou Cameron,0,definite_description
"Aarão é a pessoa que visitou todo mundo, Aarão visitou Beto",Aarão não visitou Baltazar,1,definite_description
"Cairo visitou Josias, Josias é a pessoa que visitou todo mundo",Cairo não visitou Guilherme,0,definite_description
"Canto visitou Gabino, Canto é a pessoa que visitou todo mundo",Canto não visitou Abílio,1,definite_description
"Rivelino visitou Ludgero, Rivelino é a pessoa que visitou todo lugar",Ludgero não visitou Argentina,0,definite_description
"Orlando é a pessoa que visitou todo mundo, Orlando visitou Maximino",Maximino não visitou Anísio,0,definite_description
"Nilson visitou Gerson, Gerson é a pessoa que visitou todo mundo",Nilson não visitou Jessé,0,definite_description
"Alder é a pessoa que visitou todo lugar, Alder visitou Felismino",Alder não visitou Maláui,1,definite_description
"Garcia é a pessoa que visitou todo mundo, Garcia visitou Oto",Garcia não visitou Herman,1,definite_description
"Adeodato visitou Alain, Adeodato é a pessoa que visitou todo mundo",Adeodato não visitou Eli,1,definite_description
"Nenrode visitou Quintino, Nenrode é a pessoa que visitou todo lugar",Quintino não visitou Níger,0,definite_description
"Afonso visitou Diego, Afonso é a pessoa que visitou todo mundo",Diego não visitou Eleazar,0,definite_description
"Galo é a pessoa que visitou todo lugar, Galo visitou Neotero",Galo não visitou Iraque,1,definite_description
"Daniel é a pessoa que visitou todo mundo, Rogério visitou Daniel",Rogério não visitou Natálio,0,definite_description
"Dominik visitou Rafaelo, Dominik é a pessoa que visitou todo mundo",Dominik não visitou Demétrio,1,definite_description
"Cesaltino é a pessoa que visitou todo lugar, Cesaltino visitou Eliseu",Cesaltino não visitou Timor-Leste,1,definite_description
"Giovani visitou Lindoro, Lindoro é a pessoa que visitou todo mundo",Giovani não visitou Jabim,0,definite_description
"Diotil visitou Bruno, Diotil é a pessoa que visitou todo lugar",Bruno não visitou Irão,0,definite_description
"Castor visitou Otto, Otto é a pessoa que visitou todo lugar",Otto não visitou Uganda,1,definite_description
"Ronaldo visitou Elliott, Elliott é a pessoa que visitou todo mundo",Ronaldo não visitou Orion,0,definite_description
"Isael é a pessoa que visitou todo mundo, Afre visitou Isael",Isael não visitou Arquimedes,1,definite_description
"Cassiano é a pessoa que visitou todo mundo, Cassiano visitou Ovídio",Ovídio não visitou Ramberto,0,definite_description
"Guterre visitou Nicola, Guterre é a pessoa que visitou todo mundo",Guterre não visitou Alvário,1,definite_description
"Herlander visitou Melvin, Melvin é a pessoa que visitou todo mundo",Herlander não visitou Alcino,0,definite_description
"Hirondino visitou Osmano, Hirondino é a pessoa que visitou todo mundo",Osmano não visitou Aléxio,0,definite_description
"Nonato visitou Laurentino, Laurentino é a pessoa que visitou todo lugar",Laurentino não visitou Grécia,1,definite_description
"Franklino é a pessoa que visitou todo lugar, Franklino visitou Lyrics",Franklino não visitou Egito,1,definite_description
"Adónis é a pessoa que visitou todo lugar, Adónis visitou Pedro",Pedro não visitou Tailândia,0,definite_description
"Marc visitou Brandon, Marc é a pessoa que visitou todo lugar",Brandon não visitou Sri Lanca,0,definite_description
"Constâncio é a pessoa que visitou todo lugar, Constâncio visitou Alessio",Alessio não visitou Bahamas,0,definite_description
"Rubi é a pessoa que visitou todo mundo, Rubi visitou Basil",Rubi não visitou dos Santos,1,definite_description
"Frede visitou Brian, Frede é a pessoa que visitou todo lugar",Frede não visitou São Cristóvão e Neves,1,definite_description
"Lionel visitou Marley, Lionel é a pessoa que visitou todo mundo",Lionel não visitou Amarildo,1,definite_description
"Agostinho visitou Alberico, Alberico é a pessoa que visitou todo mundo",Agostinho não visitou Íngue,0,definite_description
"Lawrence visitou Anastácio, Anastácio é a pessoa que visitou todo mundo",Anastácio não visitou Dejalme,1,definite_description
"Euclides visitou Aleixo, Aleixo é a pessoa que visitou todo mundo",Euclides não visitou Claudemiro,0,definite_description
"Glenn é a pessoa que visitou todo mundo, Glenn visitou Anthony",Glenn não visitou Márvio,1,definite_description
"Ludgério visitou Mikael, Mikael é a pessoa que visitou todo lugar",Ludgério não visitou República Centro-Africana,0,definite_description
"Julian visitou René, René é a pessoa que visitou todo lugar",Julian não visitou Bahamas,0,definite_description
"Kael é a pessoa que visitou todo lugar, Jocelino visitou Kael",Kael não visitou Santa Lúcia,1,definite_description
"Jeremy visitou Rafa, Rafa é a pessoa que visitou todo mundo",Jeremy não visitou Barnabé,0,definite_description
"Mar é a pessoa que visitou todo lugar, Mar visitou Dhruva",Mar não visitou Letónia,1,definite_description
"Leone é a pessoa que visitou todo mundo, Jonatas visitou Leone",Leone não visitou Dâmaso,1,definite_description
"Heaven é a pessoa que visitou todo mundo, Heaven visitou Giovanni",Heaven não visitou Giovani,1,definite_description
"Delmar é a pessoa que visitou todo lugar, Armelim visitou Delmar",Armelim não visitou Timor-Leste,0,definite_description
"Montgomery é a pessoa que visitou todo lugar, Montgomery visitou Eliabe",Eliabe não visitou Mongólia,0,definite_description
"Jaques visitou Célio, Jaques é a pessoa que visitou todo lugar",Jaques não visitou Botsuana,1,definite_description
"Hermes visitou Albertino, Albertino é a pessoa que visitou todo mundo",Hermes não visitou Ascenso,0,definite_description
"Joaquim é a pessoa que visitou todo mundo, Angelino visitou Joaquim",Joaquim não visitou Anaquim,1,definite_description
"do Rosário é a pessoa que visitou todo lugar, do Rosário visitou Máximo",Máximo não visitou Samoa,0,definite_description
"Giuseppe visitou Lícidas, Lícidas é a pessoa que visitou todo lugar",Lícidas não visitou Líbia,1,definite_description
"Prudêncio visitou Aléxio, Aléxio é a pessoa que visitou todo mundo",Aléxio não visitou Adeodato,1,definite_description
"Nêuton visitou Crisna, Crisna é a pessoa que visitou todo lugar",Crisna não visitou Espanha,1,definite_description
"Celso visitou Frédérick, Frédérick é a pessoa que visitou todo lugar",Frédérick não visitou Sri Lanca,1,definite_description
"Nuriel é a pessoa que visitou todo mundo, Franklim visitou Nuriel",Franklim não visitou Raphael,0,definite_description
"Justo é a pessoa que visitou todo lugar, Justo visitou Eberardo",Justo não visitou Macedónia,1,definite_description
"Briolanjo visitou Andreas, Andreas é a pessoa que visitou todo lugar",Andreas não visitou Micronésia,1,definite_description
"Jonatã visitou Claudiano, Claudiano é a pessoa que visitou todo lugar",Claudiano não visitou Croácia,1,definite_description
"Freddie é a pessoa que visitou todo lugar, Allan visitou Freddie",Freddie não visitou Argélia,1,definite_description
"Bernard visitou Dércio, Bernard é a pessoa que visitou todo lugar",Dércio não visitou Noruega,0,definite_description
"Rodrigo visitou Ivan, Rodrigo é a pessoa que visitou todo lugar",Ivan não visitou Nova Zelândia ,0,definite_description
"Ruby é a pessoa que visitou todo mundo, Adalsindo visitou Ruby",Adalsindo não visitou Flávio,0,definite_description
"Adão é a pessoa que visitou todo lugar, Joás visitou Adão",Joás não visitou Argentina,0,definite_description
"Gimeno visitou Dave, Gimeno é a pessoa que visitou todo lugar",Gimeno não visitou Mónaco,1,definite_description
"Justino é a pessoa que visitou todo lugar, Reno visitou Justino",Justino não visitou Angola,1,definite_description
"Eleutério é a pessoa que visitou todo lugar, Plácido visitou Eleutério",Eleutério não visitou Catar,1,definite_description
"Nelson visitou Jocelino, Jocelino é a pessoa que visitou todo lugar",Jocelino não visitou Seicheles,1,definite_description
"Giovanni visitou Belarmino, Belarmino é a pessoa que visitou todo mundo",Belarmino não visitou Lauro,1,definite_description
"Nicásio é a pessoa que visitou todo lugar, Arcelino visitou Nicásio",Nicásio não visitou Japão,1,definite_description
"Alexey é a pessoa que visitou todo mundo, Alexey visitou Laércio",Alexey não visitou Pepe,1,definite_description
"Ignácio é a pessoa que visitou todo lugar, Ignácio visitou Libânio",Libânio não visitou Vietname,0,definite_description
"Arménio é a pessoa que visitou todo mundo, Arménio visitou Hemetério",Hemetério não visitou Alain,0,definite_description
"Iacob é a pessoa que visitou todo lugar, Josué visitou Iacob",Josué não visitou Turquia,0,definite_description
"Jitendra visitou Orêncio, Jitendra é a pessoa que visitou todo lugar",Orêncio não visitou África do Sul,0,definite_description
"Jacob é a pessoa que visitou todo mundo, Chi visitou Jacob",Chi não visitou Caleb,0,definite_description
"Gimeno visitou Prado, Prado é a pessoa que visitou todo lugar",Gimeno não visitou Barbados,0,definite_description
"Otto é a pessoa que visitou todo lugar, Otto visitou Edson",Otto não visitou Uganda,1,definite_description
"Johnson visitou Josefo, Josefo é a pessoa que visitou todo mundo",Johnson não visitou Idavide,0,definite_description
"Íngue é a pessoa que visitou todo lugar, Íngue visitou Ralph",Ralph não visitou Honduras,0,definite_description
"Filoteu visitou Ausendo, Filoteu é a pessoa que visitou todo mundo",Ausendo não visitou Césaro,0,definite_description
"Marcus visitou Gonçalo, Marcus é a pessoa que visitou todo lugar",Marcus não visitou Azerbaijão,1,definite_description
"de Sales é a pessoa que visitou todo mundo, de Sales visitou Genésio",de Sales não visitou Rai,1,definite_description
"Januário é a pessoa que visitou todo lugar, Januário visitou Eládio",Eládio não visitou Antiga e Barbuda,0,definite_description
"Domingos visitou Caetano, Caetano é a pessoa que visitou todo lugar",Domingos não visitou Montenegro,0,definite_description
"Luís é a pessoa que visitou todo mundo, Luís visitou Amarílio",Amarílio não visitou Anísio,0,definite_description
"Nazário visitou Nêuton, Nazário é a pessoa que visitou todo lugar",Nazário não visitou Ilhas Marechal,1,definite_description
"Jair é a pessoa que visitou todo lugar, Jair visitou Emaús",Jair não visitou Sérvia,1,definite_description
"Federico é a pessoa que visitou todo lugar, Federico visitou Arsénio",Federico não visitou Malásia,1,definite_description
"Guido é a pessoa que visitou todo mundo, Guido visitou Reginaldo",Reginaldo não visitou Mavi,0,definite_description
"River é a pessoa que visitou todo mundo, River visitou Heldemaro",Heldemaro não visitou Martiniano,0,definite_description
"Peterson é a pessoa que visitou todo lugar, Nick visitou Peterson",Peterson não visitou Quiribáti,1,definite_description
"Egil visitou Balbino, Balbino é a pessoa que visitou todo mundo",Balbino não visitou Hirondino,1,definite_description
"Amândio é a pessoa que visitou todo lugar, Clodomiro visitou Amândio",Clodomiro não visitou Equador,0,definite_description
"Elpídio visitou Manoel, Elpídio é a pessoa que visitou todo lugar",Manoel não visitou Benim,0,definite_description
"Laurentino visitou Octávio, Laurentino é a pessoa que visitou todo lugar",Octávio não visitou Turquia,0,definite_description
"Nichal visitou Carmério, Carmério é a pessoa que visitou todo mundo",Carmério não visitou Roman,1,definite_description
"Jovelino visitou Máximo, Jovelino é a pessoa que visitou todo lugar",Máximo não visitou Arábia,0,definite_description
"Nilton visitou Ambrósio, Nilton é a pessoa que visitou todo mundo",Nilton não visitou Quirino,1,definite_description
"Francisco é a pessoa que visitou todo mundo, Francisco visitou Elgar",Elgar não visitou Lécio,0,definite_description
"Nazário visitou Florival, Florival é a pessoa que visitou todo mundo",Nazário não visitou Adamastor,0,definite_description
"Dírio visitou Cursino, Dírio é a pessoa que visitou todo mundo",Dírio não visitou Reinaldo,1,definite_description
"Amílcar é a pessoa que visitou todo lugar, Harry visitou Amílcar",Harry não visitou Maldivas,0,definite_description
"de Begonha é a pessoa que visitou todo mundo, Dimitri visitou de Begonha",Dimitri não visitou Priam,0,definite_description
"Giovani é a pessoa que visitou todo lugar, Edgard visitou Giovani",Giovani não visitou Ucrânia,1,definite_description
"Cireneu visitou Nicola, Cireneu é a pessoa que visitou todo mundo",Cireneu não visitou Alvarino,1,definite_description
"Romeu visitou Heriberto, Romeu é a pessoa que visitou todo lugar",Heriberto não visitou Marrocos,0,definite_description
"Patrick é a pessoa que visitou todo lugar, Barcino visitou Patrick",Barcino não visitou Sudão,0,definite_description
"Hemitério é a pessoa que visitou todo lugar, Hemitério visitou Laertes",Hemitério não visitou Moldávia,1,definite_description
"Décio visitou Niete, Niete é a pessoa que visitou todo mundo",Décio não visitou Adeodato,0,definite_description
"Durvalino é a pessoa que visitou todo lugar, Corsino visitou Durvalino",Corsino não visitou Suécia,0,definite_description
"Devin visitou Orósio, Orósio é a pessoa que visitou todo mundo",Devin não visitou Crisna,0,definite_description
"Glaúcia é a pessoa que visitou todo lugar, Dominik visitou Glaúcia",Dominik não visitou Sérvia,0,definite_description
"Herman é a pessoa que visitou todo lugar, Herman visitou Alec",Herman não visitou Quénia,1,definite_description
"Giovanni é a pessoa que visitou todo lugar, Giovanni visitou Ivo",Ivo não visitou Coreia do Sul,0,definite_description
"Dionísio é a pessoa que visitou todo mundo, Betino visitou Dionísio",Dionísio não visitou Paulino,1,definite_description
"Apolónio é a pessoa que visitou todo lugar, Apolónio visitou Oto",Oto não visitou Guiné-Bissau,0,definite_description
"Matthew visitou Gerard, Gerard é a pessoa que visitou todo mundo",Gerard não visitou Décimo,1,definite_description
"Luca é a pessoa que visitou todo lugar, Edo visitou Luca",Luca não visitou São Tomé e Príncipe,1,definite_description
"Célsio é a pessoa que visitou todo mundo, Natércio visitou Célsio",Célsio não visitou Pierre,1,definite_description
"Bebiano visitou Dositeu, Bebiano é a pessoa que visitou todo mundo",Bebiano não visitou Almerindo,1,definite_description
"Félix é a pessoa que visitou todo lugar, Orion visitou Félix",Félix não visitou Nauru,1,definite_description
"Adério visitou Constantino, Constantino é a pessoa que visitou todo mundo",Adério não visitou Hansel,0,definite_description
"Brandão é a pessoa que visitou todo lugar, Brandão visitou Haroldo",Brandão não visitou Ilhas Marechal,1,definite_description
"Danny é a pessoa que visitou todo mundo, Adílio visitou Danny",Danny não visitou Jan,1,definite_description
"Adalberto visitou Rúdi, Adalberto é a pessoa que visitou todo lugar",Rúdi não visitou Moçambique,0,definite_description
"Claudemiro é a pessoa que visitou todo lugar, Claudemiro visitou Eleazar",Eleazar não visitou Bolívia,0,definite_description
"Hipólito é a pessoa que visitou todo mundo, Roman visitou Hipólito",Roman não visitou Atlas,0,definite_description
"Darci visitou Aquiles, Aquiles é a pessoa que visitou todo mundo",Darci não visitou Franklim,0,definite_description
"Nicodemos é a pessoa que visitou todo mundo, Nicodemos visitou Cristóforo",Nicodemos não visitou Martins,1,definite_description
"Everardo é a pessoa que visitou todo lugar, Everardo visitou do Almurtão",Everardo não visitou Finlândia,1,definite_description
"Nino visitou Arcanjo, Arcanjo é a pessoa que visitou todo lugar",Arcanjo não visitou Mongólia,1,definite_description
"Adorino visitou Hugo, Hugo é a pessoa que visitou todo lugar",Hugo não visitou Gâmbia,1,definite_description
"Damião é a pessoa que visitou todo mundo, Noah visitou Damião",Noah não visitou Acácio,0,definite_description
"Ivaldo é a pessoa que visitou todo mundo, Gascão visitou Ivaldo",Gascão não visitou Nilton,0,definite_description
"Ondino visitou Christopher, Christopher é a pessoa que visitou todo lugar",Christopher não visitou Usbequistão,1,definite_description
"Raví é a pessoa que visitou todo lugar, Brás visitou Raví",Brás não visitou Peru,0,definite_description
"Mathieu é a pessoa que visitou todo lugar, Aguinaldo visitou Mathieu",Aguinaldo não visitou Maláui,0,definite_description
